REGION,SETTLEMENTDATE,TOTALDEMAND,PRICECATEGORY
VIC1,14/07/2021 16:30,6232.92,MEDIUM
VIC1,14/07/2021 17:00,6578.08,MEDIUM
VIC1,14/07/2021 17:30,6842.39,MEDIUM
VIC1,14/07/2021 18:00,7148.4,HIGH
VIC1,14/07/2021 18:30,7175.95,MEDIUM
VIC1,14/07/2021 19:00,7039.95,MEDIUM
VIC1,14/07/2021 19:30,6825.02,MEDIUM
VIC1,14/07/2021 20:00,6621.9,MEDIUM
VIC1,14/07/2021 20:30,6477.21,MEDIUM
VIC1,14/07/2021 21:00,6288.41,MEDIUM
VIC1,14/07/2021 21:30,6050.99,MEDIUM
VIC1,14/07/2021 22:00,5786.54,MEDIUM
VIC1,14/07/2021 22:30,5457.96,MEDIUM
VIC1,14/07/2021 23:00,5283.64,LOW
VIC1,14/07/2021 23:30,5387.44,LOW
VIC1,15/07/2021 0:00,5264.29,LOW
VIC1,15/07/2021 0:30,5046.25,LOW
VIC1,15/07/2021 1:00,4860.49,LOW
VIC1,15/07/2021 1:30,4621.52,LOW
VIC1,15/07/2021 2:00,4425.4,LOW
VIC1,15/07/2021 2:30,4335.68,LOW
VIC1,15/07/2021 3:00,4237.04,LOW
VIC1,15/07/2021 3:30,4117.04,LOW
VIC1,15/07/2021 4:00,4011.52,LOW
VIC1,15/07/2021 4:30,4069.64,LOW
VIC1,15/07/2021 5:00,4155.79,LOW
VIC1,15/07/2021 5:30,4374.9,LOW
VIC1,15/07/2021 6:00,4611.34,LOW
VIC1,15/07/2021 6:30,5082.1,LOW
VIC1,15/07/2021 7:00,5518.75,MEDIUM
VIC1,15/07/2021 7:30,5944.18,MEDIUM
VIC1,15/07/2021 8:00,6329.89,MEDIUM
VIC1,15/07/2021 8:30,6496.31,MEDIUM
VIC1,15/07/2021 9:00,6329.51,MEDIUM
VIC1,15/07/2021 9:30,6090.9,MEDIUM
VIC1,15/07/2021 10:00,5757.27,LOW
VIC1,15/07/2021 10:30,5231.67,LOW
VIC1,15/07/2021 11:00,5187.92,LOW
VIC1,15/07/2021 11:30,4938.45,LOW
VIC1,15/07/2021 12:00,4823.62,LOW
VIC1,15/07/2021 12:30,4883.88,LOW
VIC1,15/07/2021 13:00,4908.22,LOW
VIC1,15/07/2021 13:30,5031.34,LOW
VIC1,15/07/2021 14:00,5068,LOW
VIC1,15/07/2021 14:30,4975.42,LOW
VIC1,15/07/2021 15:00,4985.5,LOW
VIC1,15/07/2021 15:30,5044.44,LOW
VIC1,15/07/2021 16:00,5240.87,LOW
VIC1,15/07/2021 16:30,5546.34,MEDIUM
VIC1,15/07/2021 17:00,5973.76,MEDIUM
VIC1,15/07/2021 17:30,6319.72,MEDIUM
VIC1,15/07/2021 18:00,6711.69,HIGH
VIC1,15/07/2021 18:30,6715.55,MEDIUM
VIC1,15/07/2021 19:00,6610.59,MEDIUM
VIC1,15/07/2021 19:30,6452.35,MEDIUM
VIC1,15/07/2021 20:00,6383.74,MEDIUM
VIC1,15/07/2021 20:30,6206.7,MEDIUM
VIC1,15/07/2021 21:00,6031.99,MEDIUM
VIC1,15/07/2021 21:30,5906.45,MEDIUM
VIC1,15/07/2021 22:00,5671.21,LOW
VIC1,15/07/2021 22:30,5452.25,LOW
VIC1,15/07/2021 23:00,5289.61,LOW
VIC1,15/07/2021 23:30,5311.27,LOW
VIC1,16/07/2021 0:00,5161.9,LOW
VIC1,16/07/2021 0:30,4947.9,LOW
VIC1,16/07/2021 1:00,4685.29,LOW
VIC1,16/07/2021 1:30,4537.06,LOW
VIC1,16/07/2021 2:00,4348.06,LOW
VIC1,16/07/2021 2:30,4214.72,LOW
VIC1,16/07/2021 3:00,4143.4,LOW
VIC1,16/07/2021 3:30,4058.08,LOW
VIC1,16/07/2021 4:00,4068.49,LOW
VIC1,16/07/2021 4:30,4097.26,LOW
VIC1,16/07/2021 5:00,4121.17,LOW
VIC1,16/07/2021 5:30,4335.82,LOW
VIC1,16/07/2021 6:00,4582.59,LOW
VIC1,16/07/2021 6:30,4997.59,LOW
VIC1,16/07/2021 7:00,5325.73,LOW
VIC1,16/07/2021 7:30,5559.01,MEDIUM
VIC1,16/07/2021 8:00,5852.23,MEDIUM
VIC1,16/07/2021 8:30,6119.89,MEDIUM
VIC1,16/07/2021 9:00,6354.97,MEDIUM
VIC1,16/07/2021 9:30,6372.7,MEDIUM
VIC1,16/07/2021 10:00,6235.48,MEDIUM
VIC1,16/07/2021 10:30,6143.63,HIGH
VIC1,16/07/2021 11:00,5989.34,MEDIUM
VIC1,16/07/2021 11:30,5924.97,MEDIUM
VIC1,16/07/2021 12:00,5827.12,MEDIUM
VIC1,16/07/2021 12:30,5815.63,MEDIUM
VIC1,16/07/2021 13:00,5799.9,LOW
VIC1,16/07/2021 13:30,5883.25,MEDIUM
VIC1,16/07/2021 14:00,5892.54,LOW
VIC1,16/07/2021 14:30,5811.81,MEDIUM
VIC1,16/07/2021 15:00,5747.26,MEDIUM
VIC1,16/07/2021 15:30,5514.05,MEDIUM
VIC1,16/07/2021 16:00,5558.12,MEDIUM
VIC1,16/07/2021 16:30,5827.57,MEDIUM
VIC1,16/07/2021 17:00,6144.39,MEDIUM
VIC1,16/07/2021 17:30,6459.02,MEDIUM
VIC1,16/07/2021 18:00,6732.54,MEDIUM
VIC1,16/07/2021 18:30,6745.77,LOW
VIC1,16/07/2021 19:00,6698.05,MEDIUM
VIC1,16/07/2021 19:30,6452.67,MEDIUM
VIC1,16/07/2021 20:00,6322.72,MEDIUM
VIC1,16/07/2021 20:30,6081.27,MEDIUM
VIC1,16/07/2021 21:00,5927.24,MEDIUM
VIC1,16/07/2021 21:30,5776.77,MEDIUM
VIC1,16/07/2021 22:00,5618.52,MEDIUM
VIC1,16/07/2021 22:30,5394.5,MEDIUM
VIC1,16/07/2021 23:00,5214.25,LOW
VIC1,16/07/2021 23:30,5353.66,MEDIUM
VIC1,17/07/2021 0:00,5217.24,LOW
VIC1,17/07/2021 0:30,5000.98,LOW
VIC1,17/07/2021 1:00,4786.35,LOW
VIC1,17/07/2021 1:30,4638.64,LOW
VIC1,17/07/2021 2:00,4451.48,LOW
VIC1,17/07/2021 2:30,4312.02,LOW
VIC1,17/07/2021 3:00,4222.43,LOW
VIC1,17/07/2021 3:30,4120.21,LOW
VIC1,17/07/2021 4:00,4048.97,LOW
VIC1,17/07/2021 4:30,4029.61,LOW
VIC1,17/07/2021 5:00,3970.83,LOW
VIC1,17/07/2021 5:30,4080.12,LOW
VIC1,17/07/2021 6:00,4183.02,LOW
VIC1,17/07/2021 6:30,4382.68,LOW
VIC1,17/07/2021 7:00,4558.92,LOW
VIC1,17/07/2021 7:30,4670.78,LOW
VIC1,17/07/2021 8:00,4907.15,LOW
VIC1,17/07/2021 8:30,5134.58,LOW
VIC1,17/07/2021 9:00,5309.42,LOW
VIC1,17/07/2021 9:30,5518.14,LOW
VIC1,17/07/2021 10:00,5611.97,MEDIUM
VIC1,17/07/2021 10:30,5597.11,LOW
VIC1,17/07/2021 11:00,5514.93,LOW
VIC1,17/07/2021 11:30,5561.4,LOW
VIC1,17/07/2021 12:00,5503.11,LOW
VIC1,17/07/2021 12:30,5443.58,LOW
VIC1,17/07/2021 13:00,5431.31,LOW
VIC1,17/07/2021 13:30,5339.65,LOW
VIC1,17/07/2021 14:00,5448.47,LOW
VIC1,17/07/2021 14:30,5520.78,LOW
VIC1,17/07/2021 15:00,5555.32,LOW
VIC1,17/07/2021 15:30,5634.38,LOW
VIC1,17/07/2021 16:00,5781.14,LOW
VIC1,17/07/2021 16:30,5866.86,LOW
VIC1,17/07/2021 17:00,5982.96,LOW
VIC1,17/07/2021 17:30,6168.96,MEDIUM
VIC1,17/07/2021 18:00,6472.65,MEDIUM
VIC1,17/07/2021 18:30,6486.18,MEDIUM
VIC1,17/07/2021 19:00,6374.62,MEDIUM
VIC1,17/07/2021 19:30,6189.9,LOW
VIC1,17/07/2021 20:00,6010.7,MEDIUM
VIC1,17/07/2021 20:30,5868.69,MEDIUM
VIC1,17/07/2021 21:00,5690.03,LOW
VIC1,17/07/2021 21:30,5573,LOW
VIC1,17/07/2021 22:00,5418.23,MEDIUM
VIC1,17/07/2021 22:30,5224.1,LOW
VIC1,17/07/2021 23:00,5078.43,LOW
VIC1,17/07/2021 23:30,5189.72,LOW
VIC1,18/07/2021 0:00,5099.75,LOW
VIC1,18/07/2021 0:30,4902.41,LOW
VIC1,18/07/2021 1:00,4717.59,LOW
VIC1,18/07/2021 1:30,4597.03,LOW
VIC1,18/07/2021 2:00,4408.25,LOW
VIC1,18/07/2021 2:30,4249.43,LOW
VIC1,18/07/2021 3:00,4132.89,LOW
VIC1,18/07/2021 3:30,4074.03,LOW
VIC1,18/07/2021 4:00,3970.81,LOW
VIC1,18/07/2021 4:30,3948.63,LOW
VIC1,18/07/2021 5:00,3964.55,LOW
VIC1,18/07/2021 5:30,4055.95,LOW
VIC1,18/07/2021 6:00,4110.75,LOW
VIC1,18/07/2021 6:30,4244.74,MEDIUM
VIC1,18/07/2021 7:00,4331.76,LOW
VIC1,18/07/2021 7:30,4458.06,MEDIUM
VIC1,18/07/2021 8:00,4671.67,MEDIUM
VIC1,18/07/2021 8:30,4850.58,MEDIUM
VIC1,18/07/2021 9:00,4958.8,MEDIUM
VIC1,18/07/2021 9:30,4885.91,MEDIUM
VIC1,18/07/2021 10:00,4813.15,LOW
VIC1,18/07/2021 10:30,4763.38,MEDIUM
VIC1,18/07/2021 11:00,4717.65,MEDIUM
VIC1,18/07/2021 11:30,4689.7,LOW
VIC1,18/07/2021 12:00,4738.2,LOW
VIC1,18/07/2021 12:30,4679.94,LOW
VIC1,18/07/2021 13:00,4667.16,LOW
VIC1,18/07/2021 13:30,4714.98,LOW
VIC1,18/07/2021 14:00,4840.07,MEDIUM
VIC1,18/07/2021 14:30,4941.1,LOW
VIC1,18/07/2021 15:00,5029.76,MEDIUM
VIC1,18/07/2021 15:30,5210.75,MEDIUM
VIC1,18/07/2021 16:00,5410.83,HIGH
VIC1,18/07/2021 16:30,5717.72,HIGH
VIC1,18/07/2021 17:00,6026.02,HIGH
VIC1,18/07/2021 17:30,6362.53,MEDIUM
VIC1,18/07/2021 18:00,6719.83,HIGH
VIC1,18/07/2021 18:30,6759.22,MEDIUM
VIC1,18/07/2021 19:00,6646.94,EXTREME
VIC1,18/07/2021 19:30,6422.16,EXTREME
VIC1,18/07/2021 20:00,6266,HIGH
VIC1,18/07/2021 20:30,6006.13,HIGH
VIC1,18/07/2021 21:00,5870.53,HIGH
VIC1,18/07/2021 21:30,5694.74,HIGH
VIC1,18/07/2021 22:00,5481.93,HIGH
VIC1,18/07/2021 22:30,5277.11,MEDIUM
VIC1,18/07/2021 23:00,5120.75,MEDIUM
VIC1,18/07/2021 23:30,5259.3,MEDIUM
VIC1,19/07/2021 0:00,5190.75,MEDIUM
VIC1,19/07/2021 0:30,5017.35,MEDIUM
VIC1,19/07/2021 1:00,4855.25,MEDIUM
VIC1,19/07/2021 1:30,4703.96,LOW
VIC1,19/07/2021 2:00,4567.37,MEDIUM
VIC1,19/07/2021 2:30,4385.88,LOW
VIC1,19/07/2021 3:00,4305.61,LOW
VIC1,19/07/2021 3:30,4242.64,LOW
VIC1,19/07/2021 4:00,4228.8,LOW
VIC1,19/07/2021 4:30,4253.89,LOW
VIC1,19/07/2021 5:00,4296.56,LOW
VIC1,19/07/2021 5:30,4479.12,MEDIUM
VIC1,19/07/2021 6:00,4714.16,MEDIUM
VIC1,19/07/2021 6:30,5106.12,MEDIUM
VIC1,19/07/2021 7:00,5462.93,MEDIUM
VIC1,19/07/2021 7:30,5760.05,MEDIUM
VIC1,19/07/2021 8:00,6162.27,HIGH
VIC1,19/07/2021 8:30,6436.35,HIGH
VIC1,19/07/2021 9:00,6611.84,HIGH
VIC1,19/07/2021 9:30,6558.27,HIGH
VIC1,19/07/2021 10:00,6392.77,HIGH
VIC1,19/07/2021 10:30,6177.43,HIGH
VIC1,19/07/2021 11:00,6102.87,MEDIUM
VIC1,19/07/2021 11:30,6057.6,MEDIUM
VIC1,19/07/2021 12:00,6023.15,MEDIUM
VIC1,19/07/2021 12:30,6018.55,MEDIUM
VIC1,19/07/2021 13:00,5969.13,MEDIUM
VIC1,19/07/2021 13:30,6006.6,MEDIUM
VIC1,19/07/2021 14:00,6048.7,MEDIUM
VIC1,19/07/2021 14:30,6135.44,MEDIUM
VIC1,19/07/2021 15:00,6157.5,MEDIUM
VIC1,19/07/2021 15:30,6166.93,MEDIUM
VIC1,19/07/2021 16:00,6162.49,MEDIUM
VIC1,19/07/2021 16:30,6250.24,HIGH
VIC1,19/07/2021 17:00,6483.54,HIGH
VIC1,19/07/2021 17:30,6835.02,HIGH
VIC1,19/07/2021 18:00,7130.82,EXTREME
VIC1,19/07/2021 18:30,7072.74,HIGH
VIC1,19/07/2021 19:00,6971.79,HIGH
VIC1,19/07/2021 19:30,6767,MEDIUM
VIC1,19/07/2021 20:00,6606.59,MEDIUM
VIC1,19/07/2021 20:30,6394.2,MEDIUM
VIC1,19/07/2021 21:00,6138.14,MEDIUM
VIC1,19/07/2021 21:30,6031.81,LOW
VIC1,19/07/2021 22:00,5786.1,MEDIUM
VIC1,19/07/2021 22:30,5554.81,LOW
VIC1,19/07/2021 23:00,5335.93,LOW
VIC1,19/07/2021 23:30,5400.72,LOW
VIC1,20/07/2021 0:00,5238.85,LOW
VIC1,20/07/2021 0:30,5045.95,LOW
VIC1,20/07/2021 1:00,4861.16,LOW
VIC1,20/07/2021 1:30,4706.47,LOW
VIC1,20/07/2021 2:00,4475.37,LOW
VIC1,20/07/2021 2:30,4180.4,LOW
VIC1,20/07/2021 3:00,4045.5,LOW
VIC1,20/07/2021 3:30,4132.32,LOW
VIC1,20/07/2021 4:00,4168.56,LOW
VIC1,20/07/2021 4:30,4201.36,LOW
VIC1,20/07/2021 5:00,4301.92,LOW
VIC1,20/07/2021 5:30,4519.04,LOW
VIC1,20/07/2021 6:00,4758.53,LOW
VIC1,20/07/2021 6:30,5221.36,LOW
VIC1,20/07/2021 7:00,5541.22,MEDIUM
VIC1,20/07/2021 7:30,5870.99,LOW
VIC1,20/07/2021 8:00,6136.37,MEDIUM
VIC1,20/07/2021 8:30,6450.23,MEDIUM
VIC1,20/07/2021 9:00,6698.47,MEDIUM
VIC1,20/07/2021 9:30,6810.08,HIGH
VIC1,20/07/2021 10:00,6784.07,MEDIUM
VIC1,20/07/2021 10:30,6803.37,MEDIUM
VIC1,20/07/2021 11:00,6781.42,MEDIUM
VIC1,20/07/2021 11:30,6714.42,MEDIUM
VIC1,20/07/2021 12:00,6711.58,MEDIUM
VIC1,20/07/2021 12:30,6832.47,MEDIUM
VIC1,20/07/2021 13:00,6814.62,LOW
VIC1,20/07/2021 13:30,6956.75,LOW
VIC1,20/07/2021 14:00,7033.08,MEDIUM
VIC1,20/07/2021 14:30,7083.84,MEDIUM
VIC1,20/07/2021 15:00,6872.7,MEDIUM
VIC1,20/07/2021 15:30,6831.37,LOW
VIC1,20/07/2021 16:00,6858.94,LOW
VIC1,20/07/2021 16:30,6946.22,LOW
VIC1,20/07/2021 17:00,7021.51,MEDIUM
VIC1,20/07/2021 17:30,7276.29,HIGH
VIC1,20/07/2021 18:00,7556.79,HIGH
VIC1,20/07/2021 18:30,7494.69,MEDIUM
VIC1,20/07/2021 19:00,7351.69,MEDIUM
VIC1,20/07/2021 19:30,7096.35,HIGH
VIC1,20/07/2021 20:00,6950.17,HIGH
VIC1,20/07/2021 20:30,6721.96,HIGH
VIC1,20/07/2021 21:00,6515.95,MEDIUM
VIC1,20/07/2021 21:30,6335.85,MEDIUM
VIC1,20/07/2021 22:00,6040.58,MEDIUM
VIC1,20/07/2021 22:30,5733.81,MEDIUM
VIC1,20/07/2021 23:00,5562.32,MEDIUM
VIC1,20/07/2021 23:30,5626.45,MEDIUM
VIC1,21/07/2021 0:00,5549.55,MEDIUM
VIC1,21/07/2021 0:30,5335.96,MEDIUM
VIC1,21/07/2021 1:00,5122.82,MEDIUM
VIC1,21/07/2021 1:30,4989.85,MEDIUM
VIC1,21/07/2021 2:00,4811.31,MEDIUM
VIC1,21/07/2021 2:30,4689.72,MEDIUM
VIC1,21/07/2021 3:00,4600.27,MEDIUM
VIC1,21/07/2021 3:30,4508.05,MEDIUM
VIC1,21/07/2021 4:00,4457.19,MEDIUM
VIC1,21/07/2021 4:30,4487.94,MEDIUM
VIC1,21/07/2021 5:00,4614.45,MEDIUM
VIC1,21/07/2021 5:30,4758.48,MEDIUM
VIC1,21/07/2021 6:00,4961.01,MEDIUM
VIC1,21/07/2021 6:30,5402.5,MEDIUM
VIC1,21/07/2021 7:00,5881.73,HIGH
VIC1,21/07/2021 7:30,6189.66,HIGH
VIC1,21/07/2021 8:00,6612.52,HIGH
VIC1,21/07/2021 8:30,6894,EXTREME
VIC1,21/07/2021 9:00,6957.14,HIGH
VIC1,21/07/2021 9:30,6895.54,EXTREME
VIC1,21/07/2021 10:00,6633.11,HIGH
VIC1,21/07/2021 10:30,6515.43,HIGH
VIC1,21/07/2021 11:00,6249.45,MEDIUM
VIC1,21/07/2021 11:30,5990.82,MEDIUM
VIC1,21/07/2021 12:00,5865.72,MEDIUM
VIC1,21/07/2021 12:30,5901.26,MEDIUM
VIC1,21/07/2021 13:00,5855.29,MEDIUM
VIC1,21/07/2021 13:30,5951.05,MEDIUM
VIC1,21/07/2021 14:00,5901.3,HIGH
VIC1,21/07/2021 14:30,5724.9,MEDIUM
VIC1,21/07/2021 15:00,5687.42,MEDIUM
VIC1,21/07/2021 15:30,5870.24,HIGH
VIC1,21/07/2021 16:00,6070.2,HIGH
VIC1,21/07/2021 16:30,6364.38,HIGH
VIC1,21/07/2021 17:00,6665.23,EXTREME
VIC1,21/07/2021 17:30,7035.78,HIGH
VIC1,21/07/2021 18:00,7357.42,EXTREME
VIC1,21/07/2021 18:30,7391.37,EXTREME
VIC1,21/07/2021 19:00,7220.64,EXTREME
VIC1,21/07/2021 19:30,7044.57,MEDIUM
VIC1,21/07/2021 20:00,6889.02,HIGH
VIC1,21/07/2021 20:30,6653.5,EXTREME
VIC1,21/07/2021 21:00,6466.16,HIGH
VIC1,21/07/2021 21:30,6261.91,EXTREME
VIC1,21/07/2021 22:00,6000.25,HIGH
VIC1,21/07/2021 22:30,5722.57,HIGH
VIC1,21/07/2021 23:00,5456.46,HIGH
VIC1,21/07/2021 23:30,5559.24,HIGH
VIC1,22/07/2021 0:00,5466.35,HIGH
VIC1,22/07/2021 0:30,5326.09,HIGH
VIC1,22/07/2021 1:00,5193.75,HIGH
VIC1,22/07/2021 1:30,5041.39,MEDIUM
VIC1,22/07/2021 2:00,4873.44,MEDIUM
VIC1,22/07/2021 2:30,4762.22,MEDIUM
VIC1,22/07/2021 3:00,4680.81,MEDIUM
VIC1,22/07/2021 3:30,4618.57,MEDIUM
VIC1,22/07/2021 4:00,4566.34,MEDIUM
VIC1,22/07/2021 4:30,4618.52,MEDIUM
VIC1,22/07/2021 5:00,4641.7,MEDIUM
VIC1,22/07/2021 5:30,4843,HIGH
VIC1,22/07/2021 6:00,5011.45,MEDIUM
VIC1,22/07/2021 6:30,5407.17,MEDIUM
VIC1,22/07/2021 7:00,5806.19,HIGH
VIC1,22/07/2021 7:30,6159.43,MEDIUM
VIC1,22/07/2021 8:00,6555.12,MEDIUM
VIC1,22/07/2021 8:30,6801.47,MEDIUM
VIC1,22/07/2021 9:00,6885.27,MEDIUM
VIC1,22/07/2021 9:30,6773.32,HIGH
VIC1,22/07/2021 10:00,6621.55,MEDIUM
VIC1,22/07/2021 10:30,6494.94,MEDIUM
VIC1,22/07/2021 11:00,6324.61,MEDIUM
VIC1,22/07/2021 11:30,6220.86,MEDIUM
VIC1,22/07/2021 12:00,6262.42,LOW
VIC1,22/07/2021 12:30,6254.72,LOW
VIC1,22/07/2021 13:00,6295.82,MEDIUM
VIC1,22/07/2021 13:30,6306.87,LOW
VIC1,22/07/2021 14:00,6258.76,LOW
VIC1,22/07/2021 14:30,6227.55,MEDIUM
VIC1,22/07/2021 15:00,6389.58,MEDIUM
VIC1,22/07/2021 15:30,6537.67,HIGH
VIC1,22/07/2021 16:00,6671.98,HIGH
VIC1,22/07/2021 16:30,6790.88,MEDIUM
VIC1,22/07/2021 17:00,7034.91,HIGH
VIC1,22/07/2021 17:30,7276.72,HIGH
VIC1,22/07/2021 18:00,7532.06,HIGH
VIC1,22/07/2021 18:30,7536.62,HIGH
VIC1,22/07/2021 19:00,7449.83,HIGH
VIC1,22/07/2021 19:30,7288.74,HIGH
VIC1,22/07/2021 20:00,7057.04,HIGH
VIC1,22/07/2021 20:30,6823.89,HIGH
VIC1,22/07/2021 21:00,6568.56,HIGH
VIC1,22/07/2021 21:30,6295.86,EXTREME
VIC1,22/07/2021 22:00,5956.59,HIGH
VIC1,22/07/2021 22:30,5657.06,HIGH
VIC1,22/07/2021 23:00,5437.54,HIGH
VIC1,22/07/2021 23:30,5461.45,MEDIUM
VIC1,23/07/2021 0:00,5345.72,MEDIUM
VIC1,23/07/2021 0:30,5151.33,HIGH
VIC1,23/07/2021 1:00,4980.43,MEDIUM
VIC1,23/07/2021 1:30,4831.24,MEDIUM
VIC1,23/07/2021 2:00,4695.57,LOW
VIC1,23/07/2021 2:30,4590.18,MEDIUM
VIC1,23/07/2021 3:00,4496.56,MEDIUM
VIC1,23/07/2021 3:30,4481.38,MEDIUM
VIC1,23/07/2021 4:00,4505.78,MEDIUM
VIC1,23/07/2021 4:30,4590.55,MEDIUM
VIC1,23/07/2021 5:00,4650.54,MEDIUM
VIC1,23/07/2021 5:30,4787.61,MEDIUM
VIC1,23/07/2021 6:00,5006.87,MEDIUM
VIC1,23/07/2021 6:30,5442.28,HIGH
VIC1,23/07/2021 7:00,5841.21,HIGH
VIC1,23/07/2021 7:30,6222.96,HIGH
VIC1,23/07/2021 8:00,6576.57,HIGH
VIC1,23/07/2021 8:30,6773.45,EXTREME
VIC1,23/07/2021 9:00,6911.03,EXTREME
VIC1,23/07/2021 9:30,6857.73,HIGH
VIC1,23/07/2021 10:00,6638.04,HIGH
VIC1,23/07/2021 10:30,6393.61,HIGH
VIC1,23/07/2021 11:00,6215.65,HIGH
VIC1,23/07/2021 11:30,6216.65,HIGH
VIC1,23/07/2021 12:00,6272.39,HIGH
VIC1,23/07/2021 12:30,6378,HIGH
VIC1,23/07/2021 13:00,6472.39,HIGH
VIC1,23/07/2021 13:30,6468.97,EXTREME
VIC1,23/07/2021 14:00,6453.13,EXTREME
VIC1,23/07/2021 14:30,6433.15,EXTREME
VIC1,23/07/2021 15:00,6433.33,HIGH
VIC1,23/07/2021 15:30,6497.93,EXTREME
VIC1,23/07/2021 16:00,6566.73,EXTREME
VIC1,23/07/2021 16:30,6667.84,HIGH
VIC1,23/07/2021 17:00,6836.12,HIGH
VIC1,23/07/2021 17:30,7041,HIGH
VIC1,23/07/2021 18:00,7223.32,HIGH
VIC1,23/07/2021 18:30,7329.83,HIGH
VIC1,23/07/2021 19:00,7205.36,EXTREME
VIC1,23/07/2021 19:30,6949.65,HIGH
VIC1,23/07/2021 20:00,6759.09,HIGH
VIC1,23/07/2021 20:30,6597.9,HIGH
VIC1,23/07/2021 21:00,6404.89,HIGH
VIC1,23/07/2021 21:30,6160.88,HIGH
VIC1,23/07/2021 22:00,5946.8,HIGH
VIC1,23/07/2021 22:30,5679.12,HIGH
VIC1,23/07/2021 23:00,5476.39,MEDIUM
VIC1,23/07/2021 23:30,5607.55,MEDIUM
VIC1,24/07/2021 0:00,5502.55,MEDIUM
VIC1,24/07/2021 0:30,5295.25,LOW
VIC1,24/07/2021 1:00,5125.34,LOW
VIC1,24/07/2021 1:30,4955.43,LOW
VIC1,24/07/2021 2:00,4699.07,LOW
VIC1,24/07/2021 2:30,4540.53,LOW
VIC1,24/07/2021 3:00,4386.86,LOW
VIC1,24/07/2021 3:30,4271.43,LOW
VIC1,24/07/2021 4:00,4200.37,LOW
VIC1,24/07/2021 4:30,4165.21,LOW
VIC1,24/07/2021 5:00,4118.41,LOW
VIC1,24/07/2021 5:30,4211.58,LOW
VIC1,24/07/2021 6:00,4274.57,LOW
VIC1,24/07/2021 6:30,4510.53,LOW
VIC1,24/07/2021 7:00,4596.3,LOW
VIC1,24/07/2021 7:30,4728.4,LOW
VIC1,24/07/2021 8:00,5005.16,LOW
VIC1,24/07/2021 8:30,5212.76,LOW
VIC1,24/07/2021 9:00,5306.83,LOW
VIC1,24/07/2021 9:30,5405.15,LOW
VIC1,24/07/2021 10:00,5359.83,LOW
VIC1,24/07/2021 10:30,5369.86,LOW
VIC1,24/07/2021 11:00,5510.9,LOW
VIC1,24/07/2021 11:30,5577.06,LOW
VIC1,24/07/2021 12:00,5585.32,LOW
VIC1,24/07/2021 12:30,5386.22,LOW
VIC1,24/07/2021 13:00,5073.72,LOW
VIC1,24/07/2021 13:30,5073.48,LOW
VIC1,24/07/2021 14:00,4902.24,LOW
VIC1,24/07/2021 14:30,4878.1,LOW
VIC1,24/07/2021 15:00,4910.08,LOW
VIC1,24/07/2021 15:30,5006.66,LOW
VIC1,24/07/2021 16:00,5145.88,LOW
VIC1,24/07/2021 16:30,5396.82,LOW
VIC1,24/07/2021 17:00,5810.74,MEDIUM
VIC1,24/07/2021 17:30,6176.05,MEDIUM
VIC1,24/07/2021 18:00,6492.94,HIGH
VIC1,24/07/2021 18:30,6490.45,HIGH
VIC1,24/07/2021 19:00,6441.23,MEDIUM
VIC1,24/07/2021 19:30,6280.15,MEDIUM
VIC1,24/07/2021 20:00,6199.05,MEDIUM
VIC1,24/07/2021 20:30,5992.85,MEDIUM
VIC1,24/07/2021 21:00,5879.48,MEDIUM
VIC1,24/07/2021 21:30,5721.37,MEDIUM
VIC1,24/07/2021 22:00,5613.04,MEDIUM
VIC1,24/07/2021 22:30,5360.85,MEDIUM
VIC1,24/07/2021 23:00,5213.43,LOW
VIC1,24/07/2021 23:30,5334.99,LOW
VIC1,25/07/2021 0:00,5242.81,LOW
VIC1,25/07/2021 0:30,5060.64,LOW
VIC1,25/07/2021 1:00,4864.5,LOW
VIC1,25/07/2021 1:30,4750.91,LOW
VIC1,25/07/2021 2:00,4580.33,LOW
VIC1,25/07/2021 2:30,4389,LOW
VIC1,25/07/2021 3:00,4275.18,LOW
VIC1,25/07/2021 3:30,4229.15,LOW
VIC1,25/07/2021 4:00,4179.71,LOW
VIC1,25/07/2021 4:30,4161.16,LOW
VIC1,25/07/2021 5:00,4118.79,LOW
VIC1,25/07/2021 5:30,4121.15,LOW
VIC1,25/07/2021 6:00,4289.8,LOW
VIC1,25/07/2021 6:30,4392.22,LOW
VIC1,25/07/2021 7:00,4545.77,LOW
VIC1,25/07/2021 7:30,4618.47,LOW
VIC1,25/07/2021 8:00,4819.03,LOW
VIC1,25/07/2021 8:30,4997.43,LOW
VIC1,25/07/2021 9:00,4968.65,LOW
VIC1,25/07/2021 9:30,4962.18,LOW
VIC1,25/07/2021 10:00,4935.42,LOW
VIC1,25/07/2021 10:30,5104.17,LOW
VIC1,25/07/2021 11:00,5089.77,LOW
VIC1,25/07/2021 11:30,4991.45,LOW
VIC1,25/07/2021 12:00,4971.84,LOW
VIC1,25/07/2021 12:30,4950.81,LOW
VIC1,25/07/2021 13:00,5166.46,LOW
VIC1,25/07/2021 13:30,5455.28,LOW
VIC1,25/07/2021 14:00,5430.41,LOW
VIC1,25/07/2021 14:30,5527.72,LOW
VIC1,25/07/2021 15:00,5398.43,LOW
VIC1,25/07/2021 15:30,5533.98,LOW
VIC1,25/07/2021 16:00,5804.05,LOW
VIC1,25/07/2021 16:30,5923.35,MEDIUM
VIC1,25/07/2021 17:00,6098,MEDIUM
